id_contrato;id_cliente;data_venda;loja;canal_venda;valor_total;n_parcelas;valor_parcela;bairro;sexo;idade;renda_declarada;status_contrato;data_snapshot
C00232;CLI02698;15/12/2024;Shopping Norte;Televendas;1420,56;18;78,92;Centro;M;32;2877,16;Inadimplente;15/03/2026
C00233;CLI00477;25/06/2024;Zona Leste;Loja física;1037,17;10;103,72;Vila Progresso;F;59;3731,98;Quitado;15/03/2026
C00234;CLI02729;15/07/2024;Centro;Site;1374,49;24;57,27;Centro;M;50;3190,23;Inadimplente;15/03/2026
C00235;CLI00187;23/02/2025;Centro;Loja física;2148,36;6;358,06;Jardim Botânico;F;36;1497,12;Quitado;15/03/2026
C00236;CLI00042;08/11/2024;Online;Loja física;925,37;12;77,11;Vila Progresso;F;39;1724,83;Quitado;15/03/2026
C00237;CLI01512;28/09/2025;Zona Leste;Site;1329,34;12;110,78;Parque das Flores;M;25;3661,62;Em dia;15/03/2026
C00238;CLI00902;02/10/2024;Shopping Norte;Loja física;3987,94;6;664,66;Parque das Flores;M;29;5077,08;Inadimplente;15/03/2026
C00239;CLI01598;29/05/2025;Online;Loja física;1657,33;6;276,22;Vila Progresso;M;45;3244,49;Quitado;15/03/2026
C00240;CLI02689;28/08/2024;Online;Site;1506,23;10;150,62;Jardim Botânico;M;65;2246,82;Quitado;15/03/2026
C00241;CLI00981;29/09/2024;Centro;Site;3794,45;6;632,41;Alto da Serra;F;30;2874,97;Quitado;15/03/2026
C00242;CLI00026;06/10/2025;Shopping Norte;Loja física;1788,94;12;149,08;Centro;F;23;1704,44;Inadimplente;15/03/2026
C00244;CLI02647;03/09/2024;Shopping Norte;Loja física;3460,42;12;288,37;Vila Progresso;M;24;2368,09;Quitado;15/03/2026
C00245;CLI01152;11/03/2025;Centro;Loja física;4386,55;18;243,7;Parque das Flores;M;65;2719,3;Inadimplente;15/03/2026
C00246;CLI02781;30/09/2025;Zona Leste;Loja física;3660,68;6;610,11;Bela Vista;F;54;3762,26;Em dia;15/03/2026
C00247;CLI01143;26/01/2025;Shopping Norte;Site;1731,79;24;72,16;Jardim América;F;49;2586,92;Em dia;15/03/2026
C00248;CLI00196;14/02/2025;Centro;Loja física;1854,61;24;77,28;Alto da Serra;F;30;1801,25;Em dia;15/03/2026
C00250;CLI00155;20/03/2025;Shopping Norte;Televendas;2578,75;18;143,26;Vila Progresso;M;38;3508,7;Em dia;15/03/2026
C00251;CLI01352;09/02/2025;Centro;Site;1163,78;18;64,65;Cidade Nova;F;51;2660,6;Inadimplente;15/03/2026
C00252;CLI01442;27/06/2024;Centro;Loja física;3552,53;12;296,04;Cidade Nova;M;34;4501,07;Quitado;15/03/2026
C00253;CLI01494;31/08/2024;Centro;Loja física;996,85;6;166,14;Alto da Serra;F;40;2444,18;Quitado;15/03/2026
C00256;CLI02238;18/02/2025;Zona Leste;Loja física;2397,68;12;199,81;Centro;M;19;2040,07;Inadimplente;15/03/2026
C00257;CLI01177;29/06/2025;Centro;Site;2074,41;24;86,43;Vila Progresso;M;26;4140,64;Em dia;15/03/2026
C00258;CLI01929;24/10/2025;Online;Loja física;1145,32;6;190,89;Cidade Nova;F;67;2938,0;Inadimplente;15/03/2026
C00259;CLI00654;30/11/2024;Shopping Norte;Televendas;3669,23;6;611,54;Cidade Nova;M;50;2039,95;Inadimplente;15/03/2026
C00260;CLI00743;03/07/2024;Zona Leste;Loja física;1689,13;6;281,52;Bela Vista;F;34;2072,54;Inadimplente;15/03/2026
C00261;CLI00484;12/11/2025;Centro;Loja física;2670,6;12;222,55;Centro;F;29;2222,78;Em dia;15/03/2026
C00262;CLI01693;28/06/2025;Online;Site;3761,76;12;313,48;Jardim América;F;36;2336,66;Inadimplente;15/03/2026
C00263;CLI01870;06/12/2024;Online;Loja física;2846,47;10;284,65;Jardim Botânico;M;33;2957,84;Quitado;15/03/2026
C00265;CLI02691;03/07/2025;Shopping Norte;Televendas;1850,6;10;185,06;Vila Progresso;F;43;3537,14;Inadimplente;15/03/2026
C00266;CLI02078;23/05/2025;Shopping Norte;Loja física;768,8;10;76,88;Parque das Flores;F;50;1332,85;Inadimplente;15/03/2026
C00267;CLI02602;07/09/2024;Centro;Loja física;2293,8;18;127,43;Centro;M;46;1535,97;Quitado;15/03/2026
C00268;CLI01267;30/06/2024;Centro;Site;1376,95;12;114,75;Parque das Flores;M;47;5177,81;Quitado;15/03/2026
C00269;CLI02102;17/02/2025;Online;Loja física;2844,88;12;237,07;Bela Vista;M;44;2250,97;Inadimplente;15/03/2026
C00270;CLI02692;28/09/2024;Online;Loja física;1473,07;6;245,51;Jardim América;M;48;1617,8;Inadimplente;15/03/2026
C00272;CLI00358;06/10/2024;Zona Leste;Loja física;1192,07;10;119,21;Jd. America;F;54;1635,77;Em dia;15/03/2026
C00273;CLI02731;05/11/2025;Zona Leste;Site;1690,15;24;70,42;Centro;F;48;2985,61;Em dia;15/03/2026
C00275;CLI02746;19/06/2025;Shopping Norte;Televendas;795,4;12;66,28;Jd. America;F;31;7507,21;Inadimplente;15/03/2026
C00276;CLI02114;20/09/2025;Online;Loja física;919,32;18;51,07;Vila Progresso;M;39;12114,83;Inadimplente;15/03/2026
C00277;CLI00416;24/01/2025;Zona Leste;Loja física;1945,67;10;194,57;Bela Vista;M;52;4286,3;Quitado;15/03/2026
C00278;CLI01777;07/09/2024;Shopping Norte;Loja física;3517,35;24;146,56;Bela Vista;F;42;1463,58;Em dia;15/03/2026
C00280;CLI01279;22/06/2024;Zona Leste;Site;722,03;6;120,34;Centro;M;28;7718,76;Quitado;15/03/2026
C00281;CLI00539;20/10/2025;Centro;Televendas;5172,98;10;517,3;Bela Vista;F;52;4722,75;Em dia;15/03/2026
C00282;CLI01531;30/12/2024;Online;Loja física;4557,75;12;379,81;Bela Vista;F;28;4817,61;Inadimplente;15/03/2026
C00283;CLI00642;05/07/2024;Zona Leste;Loja física;2680,46;6;446,74;Jardim América;M;31;2200,12;Inadimplente;15/03/2026
C00284;CLI01414;09/06/2025;Zona Leste;Loja física;1510,08;10;151,01;Jardim América;M;18;3950,48;Em dia;15/03/2026
C00285;CLI00148;25/08/2024;Zona Leste;Loja física;1880,65;10;188,06;Jardim Botânico;F;37;1884,03;Quitado;15/03/2026
C00286;CLI00906;05/08/2025;Zona Leste;Site;1498,99;10;149,9;Alto da Serra;F;32;3640,78;Inadimplente;15/03/2026
C00287;CLI02373;13/03/2025;Centro;Loja física;4109,02;12;342,42;Centro;M;61;2366,68;Inadimplente;15/03/2026
C00288;CLI02117;14/08/2025;Centro;Televendas;1831,26;6;305,21;Jardim América;M;23;2924,02;Quitado;15/03/2026
C00290;CLI01575;04/10/2025;Zona Leste;Loja física;2525,63;12;210,47;Alto da Serra;F;19;2070,26;Inadimplente;15/03/2026
C00291;CLI00072;09/10/2025;Online;Loja física;1299,8;12;108,32;Cidade Nova;F;25;4543,17;Em dia;15/03/2026
C00292;CLI02183;28/03/2025;Centro;Loja física;2849,1;18;158,28;Parque das Flores;F;37;3786,77;Inadimplente;15/03/2026
C00293;CLI00068;24/04/2025;Centro;Site;1981,75;6;330,29;Jd. America;F;33;3032,04;Inadimplente;15/03/2026
C00294;CLI00711;14/06/2024;Centro;Loja física;907,27;10;90,73;Jd. America;M;50;3253,44;Inadimplente;15/03/2026
C00295;CLI02284;22/04/2025;Centro;Site;4139,9;12;344,99;Jd. America;M;28;3114,12;Inadimplente;15/03/2026
C00296;CLI01048;06/03/2025;Centro;Loja física;3960,4;10;396,04;Cidade Nova;F;58;3604,65;Quitado;15/03/2026
C00297;CLI00622;21/04/2025;Online;Loja física;2154,25;12;179,52;Cidade Nova;F;50;1300,27;Em dia;15/03/2026
C00298;CLI02444;20/07/2025;Zona Leste;Loja física;2519,02;12;209,92;Vila Progresso;F;42;4440,45;Inadimplente;15/03/2026
C00299;CLI02735;11/02/2025;Zona Leste;Site;1393,33;18;77,41;Jardim América;F;19;2671,25;Em dia;15/03/2026
C00300;CLI02118;11/02/2025;Zona Leste;Site;2372,09;18;131,78;Jardim América;M;61;2422,97;Inadimplente;15/03/2026
C00302;CLI02616;11/10/2025;Online;Loja física;2668,17;18;148,23;Cidade Nova;M;35;7163,26;Em dia;15/03/2026
C00304;CLI02338;11/07/2025;Centro;Site;1574,17;18;87,45;Alto da Serra;F;71;1711,81;Inadimplente;15/03/2026
C00305;CLI00156;10/01/2025;Shopping Norte;Loja física;1532,65;24;63,86;Jardim Botânico;M;46;2354,8;Em dia;15/03/2026
C00306;CLI01844;31/07/2024;Online;Televendas;2548,85;6;424,81;Vila Progresso;F;34;1568,27;Inadimplente;15/03/2026
C00307;CLI00111;22/02/2025;Zona Leste;Site;2939,11;6;489,85;Cidade Nova;F;52;4300,52;Quitado;15/03/2026
C00308;CLI01683;30/01/2025;Shopping Norte;Loja física;908,58;24;37,86;Jardim América;M;34;3078,24;Em dia;15/03/2026
C00310;CLI01588;25/09/2025;Centro;Loja física;1646,61;6;274,44;Parque das Flores;F;28;2765,01;Inadimplente;15/03/2026
C00311;CLI01690;02/09/2025;Zona Leste;Loja física;1209,45;18;67,19;Parque das Flores;F;39;3182,36;Em dia;15/03/2026
C00312;CLI00872;05/11/2025;Zona Leste;Televendas;2271,41;24;94,64;Bela Vista;F;41;1289,65;Inadimplente;15/03/2026
C00313;CLI00073;16/10/2024;Centro;Loja física;1916,39;18;106,47;Vila Progresso;F;47;3027,1;Em dia;15/03/2026
C00314;CLI01071;12/06/2025;Centro;Loja física;2852,99;24;118,87;Cidade Nova;M;61;5313,21;Em dia;15/03/2026
C00315;CLI00778;14/10/2024;Zona Leste;Site;1759,1;10;175,91;Centro;F;55;3972,11;Inadimplente;15/03/2026
C00316;CLI00936;31/07/2024;Shopping Norte;Loja física;1985,62;18;110,31;Jd. America;F;48;2978,54;Inadimplente;15/03/2026
C00317;CLI01554;20/10/2024;Centro;Loja física;10433,44;6;1738,91;Parque das Flores;F;38;2162,81;Inadimplente;15/03/2026
C00318;CLI02611;04/08/2025;Centro;Loja física;955,37;10;95,54;Parque das Flores;F;21;2281,57;Em dia;15/03/2026
C00319;CLI00594;14/12/2024;Online;Loja física;1311,67;12;109,31;Parque das Flores;F;40;2424,37;Quitado;15/03/2026
C00320;CLI00321;21/06/2024;Zona Leste;Loja física;915,24;12;76,27;Jardim Botânico;M;47;2354,66;Inadimplente;15/03/2026
C00321;CLI00552;24/07/2025;Zona Leste;Loja física;2643,7;12;220,31;Cidade Nova;M;35;2815,97;Em dia;15/03/2026
C00322;CLI01354;02/10/2024;Shopping Norte;Loja física;2068,26;24;86,18;Vila Progresso;F;27;3566,58;Inadimplente;15/03/2026
C00324;CLI00527;10/04/2025;Shopping Norte;Loja física;1701,68;12;141,81;Jardim Botânico;F;63;3927,76;Inadimplente;15/03/2026
C00326;CLI00612;15/06/2025;Zona Leste;Loja física;4633,58;10;463,36;Jardim Botânico;M;59;1313,76;Inadimplente;15/03/2026
C00327;CLI00602;19/04/2025;Shopping Norte;Site;1630,68;18;90,59;Alto da Serra;F;49;2125,89;Inadimplente;15/03/2026
C00328;CLI00837;03/11/2024;Shopping Norte;Televendas;1938,8;12;161,57;Bela Vista;F;32;5421,71;Inadimplente;15/03/2026
C00329;CLI01642;30/05/2025;Zona Leste;Loja física;2379,6;12;198,3;Cidade Nova;F;46;4022,58;Inadimplente;15/03/2026
C00330;CLI00475;05/11/2025;Online;Loja física;3027,4;12;252,28;Centro;F;49;2906,0;Em dia;15/03/2026
C00331;CLI00388;11/09/2024;Centro;Loja física;2488,44;18;138,25;Parque das Flores;F;24;2467,46;Quitado;15/03/2026
C00332;CLI02452;09/07/2024;Shopping Norte;Televendas;808,22;12;67,35;Cidade Nova;M;39;3454,85;Quitado;15/03/2026
C00333;CLI00795;21/09/2025;Centro;Loja física;4300,1;6;716,68;Cidade Nova;M;44;1369,27;Inadimplente;15/03/2026
C00335;CLI00669;05/02/2025;Shopping Norte;Televendas;7124,66;10;712,47;Parque das Flores;F;46;4659,52;Inadimplente;15/03/2026
C00336;CLI02773;13/09/2024;Zona Leste;Loja física;1034,43;6;172,4;Alto da Serra;M;28;6340,03;Quitado;15/03/2026
C00337;CLI02123;17/08/2024;Centro;Loja física;4410,51;12;367,54;Cidade Nova;F;55;990,32;Inadimplente;15/03/2026
C00338;CLI02132;17/10/2025;Shopping Norte;Loja física;1909,15;18;106,06;Jardim Botânico;F;18;2059,06;Em dia;15/03/2026
C00339;CLI02589;06/04/2025;Zona Leste;Loja física;1915,6;10;191,56;Bela Vista;M;48;2840,18;Quitado;15/03/2026
C00340;CLI02504;28/06/2025;Centro;Loja física;395,58;12;32,96;Jardim Botânico;F;39;2685,11;Em dia;15/03/2026
C00342;CLI01579;30/06/2024;Shopping Norte;Loja física;788,87;6;131,48;Centro;F;57;2966,06;Quitado;15/03/2026
C00343;CLI00670;12/07/2024;Online;Loja física;2994,36;18;166,35;Alto da Serra;M;22;2968,59;Inadimplente;15/03/2026
C00344;CLI00333;31/01/2025;Shopping Norte;Loja física;5315,94;10;531,59;Cidade Nova;F;51;1500,17;Inadimplente;15/03/2026
C00345;CLI02588;28/10/2025;Centro;Loja física;1082,38;18;60,13;Vila Progresso;M;48;3356,18;Inadimplente;15/03/2026
C00346;CLI01126;27/10/2025;Zona Leste;Loja física;2915,81;24;121,49;Parque das Flores;M;47;3959,91;Inadimplente;15/03/2026
C00347;CLI01741;08/06/2025;Zona Leste;Loja física;4097,06;12;341,42;Jardim América;F;32;2200,66;Em dia;15/03/2026
C00348;CLI00972;12/04/2025;Centro;Site;2093,42;12;174,45;Alto da Serra;F;33;2417,77;Em dia;15/03/2026
C00349;CLI02326;28/10/2024;Shopping Norte;Loja física;768,62;10;76,86;Jardim América;M;46;1919,19;Inadimplente;15/03/2026
C00350;CLI01478;13/04/2025;Shopping Norte;Loja física;2092,88;24;87,2;Alto da Serra;F;44;1864,41;Inadimplente;15/03/2026
C00351;CLI02259;21/09/2024;Centro;Televendas;1492,9;6;248,82;Vila Progresso;F;41;4426,79;Quitado;15/03/2026
C00352;CLI00896;05/03/2025;Zona Leste;Loja física;2313,9;12;192,82;Jardim Botânico;M;52;2683,19;Quitado;15/03/2026
C00354;CLI00168;29/09/2025;Centro;Televendas;2912,56;24;121,36;Vila Progresso;F;55;3143,81;Inadimplente;15/03/2026
C00355;CLI00189;26/03/2025;Centro;Loja física;1181,38;12;98,45;Parque das Flores;F;20;1408,24;Inadimplente;15/03/2026
C00356;CLI02387;16/08/2025;Shopping Norte;Televendas;10186,68;24;424,44;Vila Progresso;M;51;4832,14;Em dia;15/03/2026
C00357;CLI01073;26/04/2025;Centro;Loja física;1387,86;12;115,65;Centro;F;37;4433,79;Em dia;15/03/2026
C00362;CLI02457;17/02/2025;Shopping Norte;Site;4968,56;6;828,09;Cidade Nova;F;37;2379,03;Inadimplente;15/03/2026
C00363;CLI01944;06/02/2025;Centro;Site;2848,62;10;284,86;Jd. America;M;35;3384,1;Quitado;15/03/2026
C00364;CLI00948;20/10/2025;Zona Leste;Loja física;2001,78;12;166,82;Centro;F;43;3326,95;Inadimplente;15/03/2026
C00365;CLI00480;10/04/2025;Centro;Loja física;1309,51;18;72,75;Jardim Botânico;M;40;2981,37;Inadimplente;15/03/2026
C00366;CLI02089;23/11/2024;Online;Loja física;3652,26;24;152,18;Centro;M;25;2867,21;Em dia;15/03/2026
C00367;CLI01996;21/10/2025;Online;Loja física;478,65;12;39,89;Bela Vista;F;55;2986,36;Inadimplente;15/03/2026
C00368;CLI01983;08/07/2024;Centro;Loja física;2360,26;12;196,69;Cidade Nova;F;46;7198,88;Inadimplente;15/03/2026
C00371;CLI01796;02/05/2025;Zona Leste;Loja física;887,59;6;147,93;Parque das Flores;F;43;1699,84;Quitado;15/03/2026
C00372;CLI02344;24/11/2024;Zona Leste;Loja física;1357,76;18;75,43;Jardim América;F;48;2454,96;Inadimplente;15/03/2026
C00373;CLI02276;25/07/2024;Shopping Norte;Site;2923,69;24;121,82;Jardim América;F;46;1697,17;Inadimplente;15/03/2026
C00375;CLI02272;02/09/2024;Online;Loja física;3568,25;24;148,68;Bela Vista;F;18;1468,03;Em dia;15/03/2026
C00376;CLI01347;13/01/2025;Centro;Televendas;1424,04;18;79,11;Vila Progresso;F;31;3279,02;Em dia;15/03/2026
C00377;CLI01405;31/10/2025;Shopping Norte;Loja física;1756,83;6;292,8;Parque das Flores;M;20;1515,99;Em dia;15/03/2026
C00378;CLI01517;02/10/2024;Zona Leste;Site;3825,17;18;212,51;Jd. America;F;35;3625,61;Em dia;15/03/2026
C00379;CLI00626;07/10/2025;Centro;Loja física;4642,46;24;193,44;Centro;M;49;1149,14;Inadimplente;15/03/2026
C00380;CLI00716;02/11/2024;Shopping Norte;Site;1184,75;18;65,82;Jardim Botânico;F;43;2160,27;Em dia;15/03/2026
C00381;CLI01998;21/10/2024;Shopping Norte;Loja física;4162,81;10;416,28;Jardim América;M;50;1740,95;Inadimplente;15/03/2026
C00382;CLI02316;15/07/2024;Online;Loja física;1179,65;12;98,3;Alto da Serra;M;42;1628,47;Quitado;15/03/2026
C00383;CLI02442;30/06/2025;Zona Leste;Site;1603,48;24;66,81;Parque das Flores;F;36;1852,01;Em dia;15/03/2026
C00384;CLI02120;07/07/2025;Centro;Site;3731,74;12;310,98;Vila Progresso;F;55;3445,05;Inadimplente;15/03/2026
C00385;CLI02453;13/10/2024;Shopping Norte;Loja física;4488,17;10;448,82;Vila Progresso;M;46;1914,73;Inadimplente;15/03/2026
C00386;CLI01978;22/07/2025;Zona Leste;Loja física;4282,31;18;237,91;Jardim América;F;29;3940,27;Em dia;15/03/2026
C00387;CLI01893;02/10/2025;Shopping Norte;Loja física;1443,32;12;120,28;Jardim Botânico;M;45;4245,36;Em dia;15/03/2026
C00388;CLI00476;10/10/2025;Online;Televendas;1404,49;6;234,08;Parque das Flores;F;64;2273,23;Em dia;15/03/2026
C00389;CLI01100;09/04/2025;Online;Loja física;4821,71;12;401,81;Vila Progresso;M;53;4422,6;Em dia;15/03/2026
C00390;CLI00733;23/06/2024;Centro;Loja física;2452,38;12;204,36;Centro;F;41;900,0;Inadimplente;15/03/2026
C00391;CLI01846;03/10/2024;Shopping Norte;Loja física;3057,79;18;169,88;Centro;M;42;1901,47;Em dia;15/03/2026
C00392;CLI00892;20/09/2024;Centro;Televendas;4980,37;10;498,04;Parque das Flores;M;32;1886,95;Quitado;15/03/2026
C00393;CLI00480;09/09/2025;Centro;Loja física;511,59;12;42,63;Jardim América;F;42;2803,1;Inadimplente;15/03/2026
C00394;CLI01596;08/11/2024;Zona Leste;Loja física;2486,55;12;207,21;Jardim América;M;53;2220,27;Quitado;15/03/2026
C00395;CLI01608;15/06/2024;Centro;Loja física;386,16;18;21,45;Vila Progresso;F;18;4645,43;Quitado;15/03/2026
C00396;CLI00128;28/07/2025;Zona Leste;Site;949,9;10;94,99;Cidade Nova;M;47;2148,19;Em dia;15/03/2026
C00397;CLI01803;24/04/2025;Shopping Norte;Loja física;2640,85;12;220,07;Centro;F;30;2241,62;Inadimplente;15/03/2026
C00398;CLI00180;27/06/2025;Shopping Norte;Loja física;2011,98;10;201,2;Vila Progresso;F;35;1765,98;Inadimplente;15/03/2026
C00399;CLI01710;27/10/2024;Centro;Loja física;1715,1;6;285,85;Jardim América;M;35;4457,2;Quitado;15/03/2026
C00400;CLI02245;01/02/2025;Shopping Norte;Loja física;6440,36;6;1073,39;Jd. America;M;58;2041,91;Inadimplente;15/03/2026
C00401;CLI01110;24/12/2024;Online;Loja física;2656,69;12;221,39;Jd. America;F;37;2523,37;Inadimplente;15/03/2026
C00402;CLI02752;24/07/2024;Zona Leste;Loja física;2955,58;18;164,2;Alto da Serra;M;53;3228,28;Quitado;15/03/2026
C00403;CLI00429;29/06/2024;Online;Loja física;4184,2;12;348,68;Parque das Flores;F;47;2833,57;Quitado;15/03/2026
C00404;CLI01664;05/11/2024;Zona Leste;Loja física;1551,45;18;86,19;Vila Progresso;F;28;2585,92;Em dia;15/03/2026
C00405;CLI01410;27/06/2025;Online;Loja física;1224,44;12;102,04;Vila Progresso;M;21;3080,69;Em dia;15/03/2026
C00407;CLI01610;02/11/2024;Centro;Loja física;2005,91;18;111,44;Cidade Nova;M;24;4979,45;Em dia;15/03/2026
C00408;CLI02645;19/12/2024;Centro;Loja física;2785,11;12;232,09;Cidade Nova;M;47;2844,56;Quitado;15/03/2026
C00409;CLI02267;26/06/2024;Zona Leste;Loja física;4030,32;12;335,86;Jd. America;F;59;3736,42;Inadimplente;15/03/2026
C00410;CLI00204;22/04/2025;Shopping Norte;Loja física;2102,09;10;210,21;Bela Vista;M;54;2249,53;Quitado;15/03/2026
C00411;CLI01860;04/07/2025;Zona Leste;Site;11331,87;6;1888,65;Jardim Botânico;M;32;2482,65;Inadimplente;15/03/2026
C00412;CLI02517;14/01/2025;Zona Leste;Televendas;1286,66;12;107,22;Jardim América;M;25;2249,86;Quitado;15/03/2026
C00413;CLI02603;04/03/2025;Online;Loja física;998,73;10;99,87;Cidade Nova;F;20;4364,0;Quitado;15/03/2026
C00414;CLI02525;08/07/2025;Centro;Loja física;2018,45;12;168,2;Parque das Flores;M;53;3030,69;Inadimplente;15/03/2026
C00415;CLI00388;23/07/2025;Shopping Norte;Site;8279,44;6;1379,91;Vila Progresso;F;61;2278,99;Inadimplente;15/03/2026
C00416;CLI00909;30/06/2024;Zona Leste;Loja física;1116,61;18;62,03;Parque das Flores;M;36;1840,66;Inadimplente;15/03/2026
C00417;CLI01683;11/06/2025;Zona Leste;Loja física;2229,23;10;222,92;Jd. America;F;21;1650,06;Em dia;15/03/2026
C00418;CLI01294;26/03/2025;Centro;Loja física;4464,51;10;446,45;Jardim Botânico;F;27;2940,46;Quitado;15/03/2026
C00420;CLI01361;06/01/2025;Online;Televendas;5870,93;18;326,16;Parque das Flores;F;40;1964,09;Inadimplente;15/03/2026
C00421;CLI02095;10/10/2024;Zona Leste;Televendas;1511,14;18;83,95;Jardim América;M;39;2550,01;Em dia;15/03/2026
C00422;CLI01453;05/08/2025;Centro;Site;2120,96;6;353,49;Jd. America;F;28;2608,74;Quitado;15/03/2026
C00423;CLI02212;13/04/2025;Shopping Norte;Loja física;1048,47;6;174,74;Parque das Flores;M;18;4223,28;Quitado;15/03/2026
C00424;CLI02196;10/08/2025;Centro;Loja física;3501,09;12;291,76;Jardim América;M;30;1862,97;Em dia;15/03/2026
C00425;CLI02097;30/04/2025;Centro;Loja física;588,57;6;98,1;Jd. America;M;59;2100,03;Quitado;15/03/2026
C00427;CLI02174;15/07/2025;Online;Site;2567,92;10;256,79;Bela Vista;F;41;1548,48;Inadimplente;15/03/2026
C00428;CLI00426;30/04/2025;Centro;Site;1456,48;12;121,37;Vila Progresso;F;45;2545,7;Em dia;15/03/2026
C00429;CLI02698;14/10/2025;Shopping Norte;Loja física;4538,66;10;453,87;Jardim Botânico;F;33;2786,5;Inadimplente;15/03/2026
C00430;CLI00082;09/08/2024;Shopping Norte;Loja física;2818,37;6;469,73;Vila Progresso;F;54;2488,45;Inadimplente;15/03/2026
C00431;CLI00071;02/12/2024;Shopping Norte;Loja física;1127,92;12;93,99;Jardim América;F;47;4746,34;Quitado;15/03/2026
C00432;CLI00156;03/07/2025;Shopping Norte;Loja física;3184,75;18;176,93;Centro;M;56;3142,79;Em dia;15/03/2026
C00433;CLI02579;26/06/2024;Centro;Loja física;2421,48;10;242,15;Centro;F;41;3623,87;Quitado;15/03/2026
C00435;CLI02460;07/08/2024;Centro;Televendas;1137,7;12;94,81;Vila Progresso;F;18;2737,07;Quitado;15/03/2026
C00436;CLI01260;05/04/2025;Centro;Televendas;1439,53;6;239,92;Jardim Botânico;F;48;1715,12;Inadimplente;15/03/2026
C00437;CLI02247;05/12/2024;Centro;Loja física;831,14;24;34,63;Alto da Serra;F;52;1670,47;Em dia;15/03/2026
C00438;CLI01237;25/10/2024;Shopping Norte;Loja física;1604,13;12;133,68;Bela Vista;M;41;3484,04;Quitado;15/03/2026
C00439;CLI00898;20/08/2024;Centro;Loja física;1866,51;12;155,54;Parque das Flores;F;52;3035,13;Inadimplente;15/03/2026
C00440;CLI02464;04/04/2025;Shopping Norte;Loja física;4412,55;10;441,26;Parque das Flores;F;48;3729,69;Quitado;15/03/2026
C00441;CLI01845;29/10/2024;Online;Loja física;3797,5;12;316,46;Jardim Botânico;M;18;1525,67;Inadimplente;15/03/2026
C00442;CLI00479;18/09/2025;Shopping Norte;Loja física;1630,62;12;135,88;Jardim Botânico;M;27;2791,84;Inadimplente;15/03/2026
C00443;CLI02193;15/07/2025;Centro;Loja física;2062,4;12;171,87;Jardim Botânico;M;55;1613,94;Inadimplente;15/03/2026
C00444;CLI01505;11/11/2025;Zona Leste;Loja física;1368,96;24;57,04;Jd. America;M;39;5550,77;Em dia;15/03/2026
C00445;CLI01089;16/03/2025;Shopping Norte;Loja física;2029,16;24;84,55;Parque das Flores;M;19;4290,22;Em dia;15/03/2026
C00446;CLI01150;22/06/2024;Shopping Norte;Loja física;4954,68;12;412,89;Centro;F;27;3252,4;Inadimplente;15/03/2026
C00447;CLI01010;20/04/2025;Online;Loja física;1067,48;18;59,3;Cidade Nova;F;46;4289,19;Em dia;15/03/2026
C00448;CLI02549;07/07/2025;Zona Leste;Loja física;1682,83;10;168,28;Parque das Flores;M;47;4192,66;Em dia;15/03/2026
C00449;CLI00742;02/06/2025;Zona Leste;Loja física;1758,97;18;97,72;Jardim América;F;45;3729,71;Em dia;15/03/2026
